Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Show Completo;Show Completo Produções Artisticas Ltda;(62) 99944-3121;(62) 99944-3121;comercial@maiaraemaraisa.com.br;https://www.workshow.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Contract Show Producoes Artisticas;Contract Show Producoes Artisticas LTDA;(62) 9908-3616;;administrativo@joaonetoefrederico.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tep Entretenimento;Tep Entretenimento e Promocoes Ltda;(62) 99829-8301;(62) 99956-8684;larissa@jorgeemateus.com.br;http://www.jorgeemateus.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Douglas E Vinicius Producoes Artisticas LTDA;Douglas E Vinicius Producoes Artisticas LTDA;(62) 99863-1501;;matheus.silva@workshow.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Nobel Energia e Eventos;Wvm Energia E Eventos LTDA;(62) 98122-8122;(62) 98122-8122;werlanvieira@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Francisco Rotoli - Producoes e Eventos;Francisco Braga Lemos;(62) 98152-1074;(62) 98152-1074;franciscorotoli@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Festa da Fantasia;Festa da Fantasia Ltda;(62) 3434-8450;(62) 99182-5886;joaocarlosala@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Golfão Produções Artísticas LTDA;Golfão Produções Artistica LTDA;(62) 9476-7221;;financeiro@golfaoproducoesartisticas.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Especialistas Inteligencia Contabil;Especialistas Inteligencia Contabil Ltda;(62) 98412-0120;(62) 9841-2012;diogo@redeespecialistas.com.br;https://www.redeespecialistas.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gyn Light Iluminacao Profissional;Gyn Light Iluminacao Profissional Ltda;(62) 98165-3535;(62) 98165-3535;tiochico@workshow.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Artinvox;Artinvox Producoes Ltda;(62) 3996-2333;(62) 38281-5353;frederico@artinvox.com.br;http://www.artinvox.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hc Editora;Hc Editora LTDA;(62) 98292-1290;;henriqueeusei@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tep Entretenimento;Tep Entretenimento e Promocoes Ltda;(62) 99829-8301;(62) 99956-8684;larissa@jorgeemateus.com.br;http://www.jorgeemateus.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Monteiro Negocios E Publicidade;Lr Monteiro Vendas, Comercio E Servicos;(62) 9536-4646;;comercial@monteiropublicidade.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Nobel Energia e Eventos;Wvm Energia E Eventos LTDA;(62) 98122-8122;(62) 98122-8122;werlanvieira@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Work Show;Work Show Producoes e Entretenimentos Artisticos Ltda Me;(62) 3095-3413;(62) 99601-4581;danyella@workshow.com.br;https://www.workshow.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Baladapp;Balada Bilheteria Digital LTDA;(62) 3434-8450;(62) 99454-5279;thomas.hdsg@hotmail.com;https://baladapp.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Contract Show Producoes Artisticas;Contract Show Producoes Artisticas LTDA;(62) 9908-3616;;administrativo@joaonetoefrederico.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Master Effects;Master Effects Producao de Efeitos Especiais Eireli – Me;(62) 98221-4801;(62) 98221-4801;contato@mastereffects.com.br;http://www.mastereffects.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Francisco Rotoli - Producoes e Eventos;Francisco Braga Lemos;(62) 98152-1074;(62) 98152-1074;franciscorotoli@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
