Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Ccm Congresses;Ccm Eventos LTDA;(51) 3086-9100;(51) 98115-0161;magda@ccmew.com;http://www.ccmcongresses.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Uhuu;Uhuu.com Tecnologia LTDA;(51) 3021-2375;(51) 99971-1836;falecom@uhuu.com;http://www.uhuu.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Campos Escritorios Associados;Campos Escritorios Associados;(51) 3025-3304;(51) 99975-1201;campos@camposea.adv.br;http://www.camposea.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Porto Alegre Comedy Club;Porto Alegre Comedy Club Espetáculos Ltda;(51) 3109-1959;(51) 99803-4707;barthlopes@artistaria.com.br;http://www.portoalegrecomedyclub.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rmmg Rossi Maffini Milman e Grando Advogados;Rossi Maffini Milman e Grando Advogados;(11) 3845-0826;(51) 3230-1200;contato@rmmgadvogados.com.br;http://www.rmmgadvogados.com.br/pt/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tri Entretenimento;Syldio Porto Dias Neto;(55) 99646-2491;(55) 3242-2681;syldioporto@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Andre Junior Izeppi Farias;(55) 51993-9310;(51) 3344-0066;;admgrupotr4@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fábrica de Gaiteiros;Instituto Renato Borghetti de Cultura e Música (irb);(51) 3335-1824;(51) 99243-8372;fabricadegaiteirosoficial@gmail.com;https://fabricadegaiteiros.com.br/#section-home;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tr4 Eventos;Tr4 Eventos e Turismo LTDA;(51) 99393-1030;;admgrupotr4@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Morphine Producoes;Ph Entretenimento Ltda;(54) 98112-6376;(54) 98112-6376;ademir@morphine.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Opiniao Produtora;6 Pro – Eventos Empresariais LTDA;(51) 99189-9982;;andreia@opiniao.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
