Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Mais Brasil;Mais Brasil Comunicacao, Marketing, Producao e Eventos Ltda;(61) 99117-1078;(61) 98403-6430;falecomamaisbrasil@gmail.com;http://www.maisbrasilcomunicacao.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sellers;Mp3 Sellers Intermediação de Vendas Eireli;(61) 98133-1031;(61) 98133-1031;paulorsassis@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Araujo - R.a Eventos;Araujo R.a Serviços e Produção de Eventos;(61) 99138-2828;(61) 99138-2828;araujora.producao@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Circuito Eventos - Pissu Produções;Circuito Outdoor e Eventos Eireli;(61) 98432-1111;(61) 98432-1111;pissu.producoes@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Flap;Abic Marketing E Consultoria Promocional LTDA;(61) 3362-0249;(61) 3362-0249;financeiro@aflapfaz.com.br;http://www.aflapfaz.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Central de Eventos;Central de Eventos Eirel;(61) 98438-0000;(61) 3247-5562;flaviopro4@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Paulinho Madrugada;Pmg Produções e Eventos Eireli Epp;(61) 99224-3000;(61) 99224-3000;paulinhomadrugada@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Verri & Verri;Rlv Producao de Eventos Ltda;(61) 99974-1974;;rodrigoverri@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Monte Eventos;Monte Eventos Locação de Equipamentos E Estruturas Especiais LTDA;(61) 97400-1817;(61) 99609-2020;atendimento@monteeventos.com.br;https://monteeventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bem Dito Producoes;Bem Dito Entretenimento Ltda;(61) 98214-9008;;miguel@bemditoproducoes.com.br;http://www.bemditoproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bilheteria Furando A Fila;Rp Consultoria e Representação Empresarial – Eireli;(61) 99139-1590;(61) 99303-2065;bilheteriafurandoafila@gmail.com;https://www.furandoafila.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Funn Entretenimento;Funn Promoções de Eventos;(61) 3364-4730;;contato@funnentretenimento.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Trend Marketing;Trend Marketing Ltda;(61) 3244-2630;(61) 99998-0734;andre@trendled.com.br;http://trendled.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Evvo Music;Evvo Produtora Artistica Ltda;(61) 99966-8842;(61) 99966-8842;lucas@evvomusic.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Palco Locação Ltda EPP;Palco Locação Ltda EPP;(61) 99983-6717;(61) 99983-6717;atendimento@palcolocacao.com.br;http://www.palcolocacao.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
