Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Onework Solucoes Inteligentes Rj;Onework Solucoes Inteligentes Ltda;(11) 95368-8004;(11) 95368-8004;karol.tredicci@onework.app.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Alencar Daciolo;Alencar Daciolo Fonseca dos Santos;(21) 98371-0074;;a.daciolo@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Backstage;Backstage Rio Empreendimentos E Produções Artisticas E Culturais LTDA;(21) 99277-7837;(21) 98153-1814;backstage@backstage.art.br;https://www.backstage.art.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gold Produções;Gold 120 Produções E Eventos Eireli;(21) 2269-9915;(21) 2269-9915;sergio@goldproducoes.com.br;http://goldproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
New Quality Eventos;New Quality Eventos E Marketing Promocional LTDA;(21) 98833-2233;(21) 98833-2233;eduardo@newquality.ag;https://newquality.ag/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ziriguidum;Ziriguidum Obl Marketing Promocional ltda;(21) 99855-2774;(21) 99855-2774;joaovictor@ziriguidum.rio;http://www.ziriguidum.rio;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Exemplo Eventos;Exemplo Eventos Corporativos LTDA;(21) 98131-0282;(21) 98131-0282;contato@exemploeventos.com.br;https://www.exemplo.ag/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rinoceronte Entretenimento;Rinoceronte Entretenimento E Produção LTDA;(21) 99622-8522;(21) 99622-8522;adm@rinoprod.com.br;http://www.rinoprod.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Transfer Rio;Transfer Rio Turismo E Locacao LTDA;(21) 98752-7600;(21) 98752-7600;transferrio@transferrio.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
X3m Brasil;X3m Entretenimento s.a;(21) 99602-9828;(21) 99602-9828;bernardo@x3mbrasil.com;https://www.x3mbrasil.com/home/#sobre;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sem Querer Music;Sem Querer Produçoes Artisticas LTDA;(21) 2215-9182;(21) 2215-9182;financeiro@semquererproducoes.com.br;https://www.facebook.com/oficialludmilla/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Volume Produções e Eventos;Volume Participações Produções e Eventos Ltda.;(21) 98269-6425;(21) 99920-9761;volumesocios@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Geracao Produtora;Geracao Produtora Ltda;(21) 97549-6703;;geracao@geraldoazevedo.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Berenguer Engenharia;Berenguer Locacoes E Servicos LTDA;(21) 99966-7327;(21) 99966-7327;berenguer@ceberenguer.com.br;https://ceberenguer.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Spiridon Eventos;Spiridon Promoções E Eventos LTDA;(21) 99989-7298;;luana@spiridon.com.br;http://www.spiridon.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Orla Rio;Orla Rio Concessionaria LTDA;(21) 96406-1832;(21) 98121-0158;joaomarcello@orlario.com.br;https://orlario.com.vc/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tcpa Empreendimentos Culturais, Produção e Promoção de Eventos e Esportivos Ltda;Tcpa Empreendimentos Culturais, Produção e Promoção de Eventos e Esportivos Ltda;(21) 3150-6222;(21) 3150-2621;topcat@topcat.com.br;http://www.topcat.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ticket Gospel;Ticket Gospel Ltda;(21) 98048-0278;;adm@ticketgospel.com.br;https://ticketgospel.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Upgrade Bares E Produções;Upgrade Bares Interativos LTDA;(21) 98368-0760;(21) 98368-0760;helioalves@dhpproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Marina da Glória;Br Marinas Glória S.A.;(21) 2555-2200;(21) 99984-9722;cristiano.silveira@brmarinas.com.br;https://marinadagloria.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ras;Ras Producoes Artisticas LTDA;(21) 2524-3317;(21) 97990-2761;financas@semquererproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Dtalhe Expertise em Eventos;Dtalhe Producoes Artisticas E Culturais LTDA;(21) 98815-3015;(21) 98815-3015;daniela@dtalhe.com.br;http://www.dtalhe.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
D+3 Produções;D+3 Producoes Artisticas LTDA;(21) 98115-0164;(21) 99421-7754;dmaistres@dmaistres.com.br;https://dmaistres.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Imm Esporte e Entretenimento;Imm Esporte E Entretenimento LTDA;(21) 99989-6696;;alan.adler@immbr.com;https://www.immbr.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
K2l;Kds 360 Empresariamento Artístico Ltda;(21) 99938-6868;(21) 3500-5709;administrativo@k2l.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Irmarfer Brasil Estruturas;Irmarfer Brasil Estruturas Ltda;(21) 98133-8632;(21) 98133-8632;lessauro@gmail.com;http://www.irmarfer.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
K2l;Kds 360 Empresariamento Artístico Ltda;(21) 99938-6868;(21) 3500-5709;administrativo@k2l.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Som Livre;Sony Music Entertainment Brasil LTDA;(21) 2323-3333;;rebeca.guio@somlivre.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rinoceronte Entretenimento;Rinoceronte Entretenimento E Produção LTDA;(21) 99622-8522;(21) 99622-8522;adm@rinoprod.com.br;http://www.rinoprod.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Icone Rio;Icone Produções Artisticas LTDA;(21) 98123-4864;(21) 98123-4864;edgonca@terra.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Berenguer Engenharia;Berenguer Locacoes E Servicos LTDA;(21) 99966-7327;(21) 99966-7327;berenguer@ceberenguer.com.br;https://ceberenguer.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rio2 Formaturas;R2 Formaturas, Eventos e Buffet Ltda;(21) 3881-4471;(21) 99964-6004;contato@rio2eventos.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Volume Produções e Eventos;Volume Participações Produções e Eventos Ltda.;(21) 98269-6425;(21) 99920-9761;volumesocios@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rock In Rio;Rock World S.A.;(21) 3030-8816;(21) 99134-1727;julianaschneider@rockinrio.com;https://rockinrio.com/rio/pt-br/home/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agência A Vera!;Agencia Avera Eventos E Marketing LTDA;(21) 99270-4181;;bruna.reis@riobeachclub.com.br;http://www.agenciaavera.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Jeunesse Arena;Gl Events Centro de Convencoes Ltda;(21) 2441-9100;(21) 9812-1641;carla.charbel@glbr.com.br;https://jeunessearena.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Festival do Rio;Cinema do Rio Cultura E Eventos LTDA;(21) 3556-8935;(21) 99409-4152;janeoliveira@cinemadorio.com.br;https://www.festivaldorio.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sem Querer Music;Sem Querer Produçoes Artisticas LTDA;(21) 2215-9182;(21) 2215-9182;financeiro@semquererproducoes.com.br;https://www.facebook.com/oficialludmilla/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Incentivarte Consultoria;Multidv Consultoria E Treinamento em T.i. E Markting LTDA;(11) 99237-0306;(11) 99237-0306;felipe@incentivarte.com;http://www.incentivarte.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Infoview;Infoview Sistemas de Apresentacoes LTDA;(21) 98780-6434;(21) 98857-5013;adm@iview.com.br;https://iview.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ticket Gospel;Ticket Gospel Ltda;(21) 98048-0278;;adm@ticketgospel.com.br;https://ticketgospel.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Normalpragente;Caec Criatividade,entretenimentos e Eventos Eireli;(21) 98269-6425;(21) 98269-6425;carlinhos@normalpragente.com.br;http://www.normalpragente.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Del Negro Eventos;Adriana Del Negro Eventos LTDA;(21) 98111-8802;(21) 98111-8802;adrianasamuel@uol.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Revista do Turismo;Rt Publicacoes E Comunicacao LTDA;(21) 98421-9337;(21) 98421-9337;contato@revistadoturismo.com.br;https://revistadoturismo.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Telecall;Telexperts Telecomunicacoes S.A;(21) 99966-9385;(21) 99966-9385;bajuz@telecall.com;https://telecall.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Transfer Rio;Transfer Rio Turismo E Locacao LTDA;(21) 98752-7600;(21) 98752-7600;transferrio@transferrio.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
V3a;V3a Comunicação Ltda;(21) 2212-1450;(21) 98857-5757;botinha@v3a.ag;http://www.v3a.ag;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Aquim Gastronomia;Sgsa Alimentacao Para Eventos LTDA;(21) 3235-9750;(21) 99984-4272;assistente.financeiro@aquimgastronomia.com.br;https://www.aquimgastronomia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Music Rio Academy;Music Rio Academy LTDA;(21) 97995-8849;(21) 98135-4000;anitacarvalho@me.com;http://www.musicrioacademy.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
School Of Rock;Era Empreendimentos Musicais ltda;(21) 99177-3252;(21) 99177-3252;acarvalho@schoolofrock.com;http://www.schoolofrock.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Lep Music Producoes;Lep Music Producoes e Gravacoes e Edicoes Musicais;(21) 3090-2141;(21) 97261-7640;adm@lepmusic.com.br;https://lepmusicday.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vannier Produções;Matheus Vannier Raupp Estruturas E Eventos;21;(21) 97723-2686;contato@vannierstruturas.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Upgrade Bares E Produções;Upgrade Bares Interativos LTDA;(21) 98368-0760;(21) 98368-0760;helioalves@dhpproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rio Event Services;Mttl Producoes E Eventos LTDA;(21) 98085-9033;(21) 98085-9033;tetel@rioeventservices.com.br;https://www.instagram.com/rioeventservices/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Dual Producoes;Dual Rodrigues Producoes Artisticas Ltda;(21) 2215-8943;(21) 98164-1947;valdir@dualproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Srcom;Sr Produções E Marketing LTDA;(21) 96414-7000;(21) 98121-0341;abel@cenografia.com;http://srcom.com.br/pt-br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Artrio;Bex Feiras E Eventos Culturais LTDA;(21) 99763-7444;;brenda@artrio.com;https://artrio.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Del Negro Eventos;Adriana Del Negro Eventos LTDA;(21) 98111-8802;(21) 98111-8802;adrianasamuel@uol.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bonustrack;Bonustrack Entretenimento Ltda;(21) 99985-1132;(21) 99763-1114;loniemeyer@bonustrack.art.br;https://bonustrack.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agência Adviser;Adviser Eventos Limitada;(21) 99948-3222;;agenciaadviser@agenciaadviser.com.br;https://www.agenciaadviser.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Jeunesse Arena;Gl Events Centro de Convencoes Ltda;(21) 2441-9100;(21) 9812-1641;carla.charbel@glbr.com.br;https://jeunessearena.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Delambert Advogados;Delambert Advogados;(21) 98974-7227;(21) 99604-4991;marcio@delambert.adv.br;https://www.delambert.adv.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gh Music;Gh Music Producao Musical Ltda;(21) 3400-7651;(21) 99285-6865;andriwsmoraes@hotmail.com;http://www.ghmusic.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
V3a;V3a Comunicação Ltda;(21) 2212-1450;(21) 98857-5757;botinha@v3a.ag;http://www.v3a.ag;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Waiver Logistics;Waiver Logistica do Brasil LTDA;(21) 96931-2226;;marcelo.paradela@waiverlog.com;http://www.waiver.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
