Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Luzi Imagem, Som E Luz Para Eventos;Luzi Locacao de Equipamentos Audiovisuais LTDA;(11) 99210-3660;;luzi@luziav.com.br;http://www.luziav.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Criadeck Pisos Portateis;Cy Locacoes e Eventos Ltda;(11) 3777-7464;(11) 99951-6441;contato@criadeck.com.br;http://www.criadeck.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Casino Experience - Entretenimento, Festas e Eventos;Cdlx Eventos Ltda Me;(11) 3774-4002;(11) 96978-3515;contato@casinoexperience.com.br;https://casinoexperience.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Next Music;Next Music Producoes Artisticas;(11) 93255-6964;(11) 94166-1158;nextmusicproducoes@gmail.con;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Aircam Locação de Equipamentos;Aircam Locação de Equipamentos Ltda;(11) 4354-9018;(11) 4354-9018;claudinho@aircamgeradores.com.br;http://www.aircamgeradores.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fever;Kzemos Brasil Eventos Ltda.;(12) 99721-1517;;marcos.valente@feverup.com;https://feverup.com/pt/sao-paulo;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Joao Pinhal Producoes E Eventos;Joao Acassio Batista LTDA;(19) 3651-6142;;joaopinhal@yahoo.com.br;https://www.grupohjr.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Dancar Marketing Comunicacoes;Dançar Marketing Comunicacoes Ltda;(11) 3054-4500;(11) 3054-4502;financeiro@dancarmarketing.com.br;https://www.dancarmarketing.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Som da Ilha;Som da Ilha Comércio e Produções Ltda;(13) 3856-1407;(13) 3856-1407;somdailha@somdailha.com.br;https://www.somdailha.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Feel Alive Co.;Alive Holding LTDA;(11) 98989-6000;;andre@feelalive.com.br;http://www.feelalive.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Red Door Agency;Red Door Entretenimento e Comunicação Eireli;(11) 2039-0500;(11) 8457-5752;amy.takaguti@reddoor.ag;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Chapadex;Chapadex Produções Artisticas Ltda;(17) 9645-3747;(17) 3363-2023;adm.chapadex@gmail.com;http://www.fidumaejeca.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vega Sports;Vega Assessoria, Consultoria E Gestão No Esporte LTDA;(11) 91128-9302;(11) 8335-4688;financeiro@vegasports.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ginga Mais;Agaj Eventos Ltda;(11) 99291-3009;(11) 99291-3009;adriano.reinaldo@me.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Icemark Locacoes;Icemark Locacoes Ltda;(11) 3341-4737;(11) 94028-8684;icemark@icemark.com.br;http://www.icemarklocacoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fishfire Comunicação e Eventos LTDA;Fishfire Comunicação e Eventos LTDA;(81) 99839-7873;;eduardo.franca@umauma.com.br;http://www.umauma.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Mandallah;Fabiano Ribeiro de Morais Me;(19) 98185-4767;(19) 3195-2272;mandallah.art@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bachega Eventos;Bachega e Maziteli ltda me;(17) 9818-6603;(17) 98186-6033;bachega@bachega.net;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Cia Estrela Som;Organizacao Estrela Som Ltda;(19) 99781-8294;(19) 99781-8294;ciaestrelasom@terra.com.br;http://www.organizacaoestrelasom.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
30e (thirty Entertainment);Bpc Participações Negócios e Produções Artísticas Ltda;(11) 97498-0993;(11) 9749-8099;pepeu@thirtyentertainment.com;https://www.30e.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Explosion Music;Mc Promoções Artisticas LTDA;(16) 3236-7765;(16) 99181-4612;vivianealves@explosionmusic.com.br;http://www.explosionmusic.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bilheteria Digital;Bilheteria Digital Promocao e Entretenimento Ltda;(31) 99693-6313;(31) 99693-6313;rafael.meira@bilheteriadigital.com;https://www.bilheteriadigital.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fe - Facchini Eventos;Queops Locações Serviços & Turismo Eireli;(16) 3361-2919;(16) 99713-5010;marcus@imagemesom.com;https://www.f2e.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Olho Vivo Produções;José Renato Toledo de Mello;(11) 9836-9934;(11) 9836-9934;joserenato@olhovivoproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ache Aqui Eventos;Ache Aqui Producoes de Eventos Ltda;(11) 97414-7702;(11) 97414-7702;rafael@acheaquieventos.com.br;https://acheaquieventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Maker;Studio Produção e Promoção de Eventos Ltda;(11) 4231-9415;(11) 99682-5395;contato@agenciamaker.com.br;https://www.agenciamaker.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Start Producoes;Fabiano Ribeiro Pinto;(17) 99619-2999;(17) 99660-0075;fabianomazza@startproducoes.com.br;https://www.facebook.com/startproducoesrp;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ripper Advogados Associados;Ripper Advogados Associados;(11) 3254-3333;(11) 3254-3333;wagner@ripperadvogados.com.br;https://rippers.com.br/novo/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Inti;It.art Tecnologia S.A;(11) 11111-1111;(11) 11111-1111;nicolle@byinti.com;https://byinti.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bianculli Producoes;Bianculli & Costa Producoes e Comércio de Eletrônicos Ltda Me;(11) 2887-9994;(11) 97147-5689;mariobianculli@bianculliproducoes.com.br;http://www.bianculliproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ame Club;Club Ame Eventos Ltda;(19) 99710-6874;(19) 4141-3788;rafael@laroc.club;https://www.ame.club;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Smash;19.19 Produções E Eventos LTDA;(11) 98848-2403;(11) 97258-1473;financeiro@agsmash.com.br;http://agsmash.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sintetizza Sistemas de Eventos;Sintetizza Sistemas de Eventos e Estruturas;(15) 98120-8896;(15) 98120-8896;renato@sintetizzalocacoes.com.br;http://www.sintetizzalocacoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Neurone Marketing;Neurone Marketing Ltda Epp;(14) 9972-6284;(14) 99726-2845;anagago@neurone.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sunshine;Sunshine Publicidade;(11) 99655-6655;(11) 99655-6655;augustocano@sunshine.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Urbia;Urbia Gestao de Parques Spe SA;(11) 3017-8000;(11) 3017-8000;financeiro@urbiaparques.com.br;http://www.urbiaparques.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vila Jk;Jhls Lanchonete E Choperia Eireli;(11) 9475-6323;;fabiana@vilajk.com.br;http://www.vilajk.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bvolt - Pr & Brand Experience;Bvolt – Pr & Brand Experience Marketing Eireli;(11) 98399-0604;;bruvicente@bvolt.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Brasil Motorsport;Mc Brazil Motorsport Holdings S.A.;(11) 3755-5770;(51) 98111-9616;fmattos@f1saopaulo.com.br;http://www.f1saopaulo.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Asaph Soluções em Tecnologia;Asaph Soluções em Tecnologia Ltda;(11) 3596-8900;(11) 99182-7813;comercial@asaph.info;http://asaphtecnologia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vmcom;Vm Comunicações ltda;(11) 2168-3400;(11) 2168-3400;eventos.william@vmcom.com.br;http://vmcom.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ibem / Bozzine Produções;Ibem Produções e Eventos LTDA;(14) 3243-1494;(14) 99776-1179;ibemproducoes@hotmail.com;http://www.ibemproducoes.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ross Producoes;A.a. Rossi;(19) 99715-6609;(19) 99715-6609;andrerossimm@yahoo.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Live Talentos;Live Talentos Agenciamento Producoes e Publicidade Ltda;(11) 3977-2277;(11) 3977-2277;wilson@livetalentos.com.br;http://livetalentos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bferraz - The Smart Agency;Bferraz Comunicacao Promocional Ltda;(11) 3377-7945;(11) 95052-5115;cadastro@bferraz.ag;http://bferraz.ag;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Viva Entretenimento;Gui Moron Eventos Ltda;(15) 3357-9609;(15) 99111-5252;guimoron@vivaentretenimento.com;https://www.anzugroup.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Casagrande Eventos;L Casagrande Eventos – Eireli – Epp;(16) 3632-7102;(16) 98242-8888;contato@lcasagrandeeventos.com.br;https://www.lcasagrandeeventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Insperiencia;Insperiencia Treinamentos Ltda.;(11) 5083-9970;(11) 98100-7585;financeiro@insperiencia.com.br;https://insperiencia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ticket360;Tis Eventos Culturais Ltda;(11) 2797-0777;(11) 97240-5758;jefferson@ticket360.com.br;https://www.ticket360.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ibem / Bozzine Produções;Ibem Produções e Eventos LTDA;(14) 3243-1494;(14) 99776-1179;ibemproducoes@hotmail.com;http://www.ibemproducoes.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Srcf Producoes Artisticas;Srcf Producoes Artisticas;(11) 98107-4466;(11) 98107-4466;silvio.conchon@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Olik;Olik Servicos E Tecnologia LTDA;(11) 3814-4404;(11) 99608-7808;marcio@olik.com.br;https://olik.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Almeida Eventos;Almeida Eventos Ltda Me;(15) 99168-1247;(15) 99703-7111;almeida-eventos@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Oceania;Oceania Divulgação Interativa Ltda Me;(19) 99675-0707;(19) 99675-0707;francino@oceania.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ctn;Ctn Centro de Tradições Nordestinas;(11) 99259-1891;(11) 99259-1891;jhenyfer.lima@radioatual.com.br;https://www.ctn.org.br/musica/#agenda;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Unlimited Sports;Unlimited Sports Eventos S.A.;(11) 3743-2411;(11) 98282-2366;marcio@unlimitedsports.com.br;http://unlimitedsports.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Viva Entretenimento;Gui Moron Eventos Ltda;(15) 3357-9609;(15) 99111-5252;guimoron@vivaentretenimento.com;https://www.anzugroup.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Start Producoes;Fabiano Ribeiro Pinto;(17) 99619-2999;(17) 99660-0075;fabianomazza@startproducoes.com.br;https://www.facebook.com/startproducoesrp;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Oncria;Oncria LTDA;(11) 2942-8361;(11) 94184-4920;agencia@oncria.ag;http://www.oncria.ag;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Baldacci Experiences;Dab Eventos E Promoções LTDA;(11) 95718-6005;(11) 95718-6005;dbaldacci@dbevents.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hlg Eventos;Hlg Produções de Eventos e Locação Ltda-me;(11) 5565-2604;(11) 98105-1707;salles@hlgeventos.com.br;http://www.hlgeventos.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Explosion Music;Mc Promoções Artisticas LTDA;(16) 3236-7765;(16) 99181-4612;vivianealves@explosionmusic.com.br;http://www.explosionmusic.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Yh - Yellow House Eventos;Thiago Ferreira de Freitas;(19) 97157-5552;(19) 97157-5552;contato@chdhospedagem.com.br;https://www.chdhospedagem.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Df Producoes & Eventos;Diogo Penteado Alves;(19) 99791-5364;(19) 97407-2771;dfprodeventos@gmail.com;https://www.dfprodeventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bianculli Producoes;Bianculli & Costa Producoes e Comércio de Eletrônicos Ltda Me;(11) 2887-9994;(11) 97147-5689;mariobianculli@bianculliproducoes.com.br;http://www.bianculliproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
On Projecoes Ltda;On Projecoes Ltda;(11) 3034-5088;(11) 94720-5685;on@onprojecoes.com.br;https://www.onprojecoes.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Villa Country;Villa Country Maclemon Ltda;(11) 3868-5858;(11) 98724-0566;administrativo@saopauloeventos.com.br;http://www.villacountry.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fishfire Comunicação e Eventos LTDA;Fishfire Comunicação e Eventos LTDA;(81) 99839-7873;;eduardo.franca@umauma.com.br;http://www.umauma.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Chapadex;Chapadex Produções Artisticas Ltda;(17) 9645-3747;(17) 3363-2023;adm.chapadex@gmail.com;http://www.fidumaejeca.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Panda Producoes;Varjao E Zamperlini,treinamento Comunicacao E Eventos LTDA;(11) 99839-4007;(11) 99839-4007;panda@pandaprod.com.br;http://www.pandaprod.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sp Eventos;Sp Eventos Ltda;(11) 4479-4298;(11) 4479-4298;financeiro@speventos.com;https://www.speventos.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Marcinho Costa;Marcinho Costa Eventos Musicais Ltda;(17) 98101-1197;(17) 99784-1521;marcinhocosta@marcinhocosta.com.br;https://www.marcinhocosta.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hit Producoes e Eventos;Agência Hit Producoes e Eventos Ltda.;(11) 2695-9918;(11) 2695-9918;adm@agenciahit.com.br;http://agenciahit.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ache Aqui Eventos;Ache Aqui Producoes de Eventos Ltda;(11) 97414-7702;(11) 97414-7702;rafael@acheaquieventos.com.br;https://acheaquieventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Manifesta Cerimonial;Manifesta Cerimonial LTDA;(19) 98186-9420;;contato@manifestaeventos.com.br;http://manifestacerimonial.hospedagemdesites.ws/capa.asp?pi=principal;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Jump;Jump Eventos e Produções Culturais Ltda;(11) 95584-2782;;equipefinanceiro@agenciainhaus.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sintetizza Sistemas de Eventos;Sintetizza Sistemas de Eventos e Estruturas;(15) 98120-8896;(15) 98120-8896;renato@sintetizzalocacoes.com.br;http://www.sintetizzalocacoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Cia Estrela Som;Organizacao Estrela Som Ltda;(19) 99781-8294;(19) 99781-8294;ciaestrelasom@terra.com.br;http://www.organizacaoestrelasom.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
