Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Grupo Imperial;V.f. Pereira Eventos e Pereira Eventos e Festas Eireli Epp;(28) 3552-0696;(28) 99939-0696;junior@buffetimperial.net;https://grupoimperial.org/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Brava Entretenimento;Brava Entretenimento Ltda;(27) 99819-0642;(27) 99908-7126;dudupagani@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Booa Producoes e Eventos;Booa Producoes e Eventos Ltda;(27) 99923-8119;(27) 99923-8119;marcio.booa@gmail.com;http://www.booaproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ticket Premium;Ticket e Arena Premium Eireli;(27) 98868-9960;(27) 98868-9960;vinicius.leao@ticketpremium.com.br;https://ticketpremium.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Milanez & Milaneze;Milanez & Milaneze S/A;(27) 3434-6000;(27) 98182-7695;andre@milanezmilaneze.com.br;https://www.milanezmilaneze.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Atalanta Castelo Show;Atalanta Mega Show Ltda;(28) 99926-4999;(28) 99886-8469;atalantacasteloclub@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Lets Guriri;Wd Empreendimentos LTDA;(27) 99825-1266;;lets.guriri@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sagui Producoes;Bruno Leonardo de Lima;(27) 99609-4068;(27) 99609-4068;contato@sagui.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Patrick Ribeiro Producoes;Patrick Ribeiro Producoes Epp;(27) 3062-0714;(27) 98141-5561;falecom@patrickribeiro.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
A Selva;A Selva Produções Ltda;(27) 99978-8898;(27) 99978-8898;contato@aselva.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fervô Entretenimento;Fervo Entretenimento;(45) 99106-1951;;fervobyzoe@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Base;Base Company Ltda;(27) 92790-0848;(27) 99931-1281;base@baseexperience.com.br;https://baseexperience.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Farol Music;Farol Music – Me;(27) 99254-4965;(27) 99254-4965;adm@silva.tv;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Equilibrium;Equilibrium Producoes e Eventos Ltda Me;(27) 99949-0709;(27) 99949-0709;equilibrium.party.org@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Wagner Dutra Producoes;Wagner Emmerich Dutra Me;(27) 99988-1044;(27) 99988-7575;wagnerdutraproducoes@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Embrazado;Hollys Bar Eireli;(27) 99914-3050;(21) 98300-1115;financeiro.hollys@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
