Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
300 Eventos;Msc2 Organizadora de Eventos Ltda;(51) 3209-7517;;financeiro@grupote2.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ugioni Shows;Ugioni Shows Eireli;(48) 99924-5391;(48) 99924-5391;ugionishows@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Centro de Eventos Petry;Familia Petry Producoes e Eventos Ltda;(48) 3954-2414;(48) 99122-9857;gabriel@cepetry.com.br;http://cepetry.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Orth Producoes;Aqui Jazz Producoes e Eventos Ltda EPP;(48) 3322-2236;(48) 99980-6677;eveline.orth@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gdo Producoes;Gdo Producoes Ltda;(49) 3622-0633;(49) 98801-5350;lauri@gdo.com.br;http://www.gdo.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Som Cotempo;Osnildo Amorim Junior & Cia Ltda Epp;(48) 3246-1400;(48) 3246-1400;contato@somcotempo.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Flores;Ricardo Flores;(47) 99677-6161;;ricardofflores1@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ame - Arte, Musica e Entretenimento;Show.com Producao e Iluminacao LTDA;(49) 3319-4888;(51) 9998-3726;financeiro@agoraame.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Marte Cultural;Marte Cultural Ltda.;(48) 99655-1155;(48) 9998-4657;projetos@marte.art.br;http://www.marte.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Complexo Parque Vila Germanica;Proeb Fundacao Promotora de Exposições de Blumenau;(47) 3381-7700;(47) 99101-4354;comercialpvg@blumenau.sc.gov.br;https://www.oktoberfestblumenau.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Match Sports;Match Sports Eventos Esportivos Ltda;(48) 99644-0045;(48) 99644-0045;matheus@matchsports.com.br;https://matchsports.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Carnaferrugem;Carnaferrugem Consultoria e Eventos ME;(47) 99171-5566;(51) 98462-3968;cesarcarnaferrugem@gmail.com;http://www.carnaferrugem.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Green Valley;Gv Eventos Ltda;(47) 3360-8097;(47) 99903-4303;administrativo@gveventos.com.br;http://www.greenvalleybr.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Proshows Producoes;Marcos Jose Propodolski ME;(49) 98405-9029;(44) 98405-9029;marcospropo7@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Harmonica Arte e Entretenimento;Harmonica Arte e Entretenimento;(48) 99971-0033;(48) 99971-0033;heitor@harmonica.art.br;http://www.harmonica.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agência Guru;Guru 360 Publicidade LTDA;(48) 3084-8100;;contato@guru360.com.br;http://www.perguntapraguru.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Grupo All;Gbc Eventos Ltda;(48) 3028-9400;(48) 3029-5300;doreni.caramori@grupoall.com.br;https://www.instagram.com/grupoall/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Yeapps;Yeapps Desenvolvimento de Softwares Ltda;(48) 3086-4171;(48) 3086-4171;admin@yeapps.com.br;https://sejayeapps.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Sul Entretenimento;Joy Town Entretenimento Ltda Me;(48) 99925-9695;(48) 99925-9695;tiagobassos@me.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Wsl Latam;Asp South America Participacoes E Eventos LTDA;(11) 99665-8917;(11) 99665-8917;mneto@worldsurfleague.com;https://www.worldsurfleague.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Minha Entrada;Me Sistemas de Gestao Ltda;(48) 3053-9119;(48) 99935-6557;jackson@minhaentrada.com.br;http://www.minhaentrada.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Beto Carrero World;Jb World Entretenimentos S/A;(47) 3261-2222;(47) 3261-2000;diversao@betocarrero.com.br;https://www.betocarrero.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ingresso Nacional;Ingresso Nacional S/A;(47) 99155-5900;(47) 99155-5900;financeiro@ingressonacional.com.br;http://www.ingressonacional.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Som Cotempo;Osnildo Amorim Junior & Cia Ltda Epp;(48) 3246-1400;(48) 3246-1400;contato@somcotempo.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Wsl Latam;Asp South America Participacoes E Eventos LTDA;(11) 99665-8917;(11) 99665-8917;mneto@worldsurfleague.com;https://www.worldsurfleague.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Match Sports;Match Sports Eventos Esportivos Ltda;(48) 99644-0045;(48) 99644-0045;matheus@matchsports.com.br;https://matchsports.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
P12 Jurerê Internacional;Novo Brasil Entretenimento Ltda;(48) 3284-8156;;samuellinhares@novobrasil.art.br;http://parador12.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Carnaferrugem;Carnaferrugem Consultoria e Eventos ME;(47) 99171-5566;(51) 98462-3968;cesarcarnaferrugem@gmail.com;http://www.carnaferrugem.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Meu Copo Eco;Meu Copo Eco Comercio E Locacoes LTDA;(48) 3232-0845;;atendimento@meucopoeco.com.br;http://www.meucopoeco.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ugioni Shows;Ugioni Shows Eireli;(48) 99924-5391;(48) 99924-5391;ugionishows@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Beto Carrero World;Jb World Entretenimentos S/A;(47) 3261-2222;(47) 3261-2000;diversao@betocarrero.com.br;https://www.betocarrero.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Yeapps;Yeapps Desenvolvimento de Softwares Ltda;(48) 3086-4171;(48) 3086-4171;admin@yeapps.com.br;https://sejayeapps.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hangar737;737 Produções LTDA;(48) 3632-0800;(48) 99157-1881;jackson@hangareventos.com.br;https://www.facebook.com/hangar.eventos;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
