Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Quero Abada;Amb Tickets e Turismo LTDA;(71) 99164-1403;(71) 99164-1403;vitor@ambturismo.com.br;http://www.queroabada.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
On Line Entretenimento;On Line Entretenimento Eirelli;(71) 3035-8059;(71) 99903-0133;pagana@onlineentretenimento.com.br;https://www.onlineentretenimento.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Premium Entretenimento;Premium Producoes Criacoes Artisticas E Eventos LTDA;(71) 99954-6393;;financeiro@premiumentretenimento.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Salvador Producoes & Entretenimento;Salvador Producoes Artisticas e Entretenimento Ltda Me;(71) 3367-9084;(71) 9125-7515;marcelo@salvadorproducoes.com.br;http://www.salvadorproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tapajos;Orlando Campos de Souza Neto;(71) 99120-7000;;netotapajos@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Iris Producoes;Iris Producoes Artisticas Ltda;(71) 98258-6103;(71) 3332-0614;iracarvalho@irisproducoes.com.br;http://www.irisproducoes.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bahia Shows;Cristiano Fernandes Magalhaes;(71) 99129-7161;;kitomagalhaes2@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Uiki Parracho;Wp Esportes E Eventos LTDA;(73) 99801-4246;;financeiro@csptour.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
A Praia;A Praia Produções e Eventos Ltda;(71) 9310-4440;(71) 3022-6642;alxbraga@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
California Filmes E Publicidade;California Filmes E Publicidade LTDA;(71) 3035-8675;;financeiro@agenciacalifornia.com.br;https://www.agenciacalifornia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Camarote Fest;Fca Produções Artísticas Ltda;(71) 99195-6535;(71) 99195-6535;nilton@2gb.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Base Estruturas E Eventos;Base Estruturas LTDA;(77) 99865-2427;(77) 99824-1771;andrehupfer@baseestrutura.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Chicabana;Chicabana Show e Eventos Ltda;(75) 98337-7588;(75) 98337-7588;marcoschicabana@gmail.com;https://www.instagram.com/chicabana/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agogo;Agogo Marketing Promocional LTDA;(71) 99919-4150;(71) 99919-4150;financeiro@agogopromo.com.br;http://www.agogopromo.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Penta Entretenimento;Lf Eventos e Produções Ltda;(71) 98194-2198;(71) 98194-2198;grupopenta@grupopenta.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Netto Producoes e Eventos;T N Kalid Producoes e Eventos Eireli;(71) 99111-4004;(71) 99111-4004;tiagokalid@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Grupo Eva;Estrada Velha Produções Ltda;(71) 3486-1000;(71) 98112-5444;andre@grupoeva.com.br;http://www.grupoeva.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Central do Carnaval Bahia;Central do Carnaval Producoes Artisticas Ltda;(71) 3797-6100;(71) 99954-6393;patriciareis@centraldocarnaval.com.br;http://www.centraldocarnaval.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Arroz de Hauçá;Soraia Neri Martins ME;(71) 3340-0137;;contato@arrozdehauca.com.br;https://www.arrozdehauca.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Pau Viola Cultura e Entretenimento;Pau Viola Producoes Artística Eireli;(71) 3235-5733;(71) 99984-1530;financeiro@pauviola.com.br;http://www.pauviola.com.br/producoes-artisticas/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Muquiranas Producoes e Eventos;Muquiranas Producoes e Eventos Ltda;(71) 3328-5820;(71) 98154-0338;asmuquiranas@asmuquiranas.com.br;http://asmuquiranas.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Nucleo 55 Producoes Artisticas;Nucleo 55 Producoes Artisticas Ltda;(71) 3337-0509;(71) 99102-7072;leoferreira@nucleo55.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Netto Producoes e Eventos;T N Kalid Producoes e Eventos Eireli;(71) 99111-4004;(71) 99111-4004;tiagokalid@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Multi Eventos LTDA;Multi Eventos LTDA;(71) 9165-7815;;assistentemultimkteventos@gmail.com;https://www.gmulti.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Arroz de Hauçá;Soraia Neri Martins ME;(71) 3340-0137;;contato@arrozdehauca.com.br;https://www.arrozdehauca.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Quero Abada;Amb Tickets e Turismo LTDA;(71) 99164-1403;(71) 99164-1403;vitor@ambturismo.com.br;http://www.queroabada.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hit Tour;Hit Viagens E Turismo LTDA;(71) 3181-0010;(71) 99324-1010;gabriel@hittour.com.br;http://www.hittour.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Oquei Entretenimento;Oquei Entretenimento Ltda;(71) 3334-3611;(71) 99904-8565;financeiro.oquei@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Allanbick Producoes;Butikim Eventos Culturais Ltda;(77) 3613-2525;(77) 99985-1100;mairasalvatico@gmail.com;http://www.allanbickproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bahia Shows;Cristiano Fernandes Magalhaes;(71) 99129-7161;;kitomagalhaes2@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Intershows;Mizrach Serviços e Empreendimentos Imobiliários Ltda;(71) 99995-7752;;israel@intershows.net;http://www.intershows.net;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tpm Producoes;Tpm Producoes Artisticas Ltda;(71) 3167-9222;(71) 99987-8651;pborges@redesolo.com;http://www.jammileumanoites.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Penta Entretenimento;Lf Eventos e Produções Ltda;(71) 98194-2198;(71) 98194-2198;grupopenta@grupopenta.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
A Praia;A Praia Produções e Eventos Ltda;(71) 9310-4440;(71) 3022-6642;alxbraga@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Camarote Club;2c Eventos Ltda;(71) 3052-6012;(71) 3052-6012;neiavila@luanpromocoes.com.br;http://www.camarotecluboficial.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Produtora Ciel;Produtora Ciel;(71) 3082-9191;(71) 99660-4747;financeiro@produtoraciel.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Oquei Entretenimento;Oquei Entretenimento Ltda;(71) 3334-3611;(71) 99904-8565;financeiro.oquei@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Central do Carnaval Bahia;Central do Carnaval Producoes Artisticas Ltda;(71) 3797-6100;(71) 99954-6393;patriciareis@centraldocarnaval.com.br;http://www.centraldocarnaval.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
To Ligado Servicos de Organizacao E Apoio;To Ligado Serviços de Organização, Produção E Publicidade LTDA;(71) 99122-4554;;priscilapida@gmail.com;http://www.pida.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Join Produções;Mina Produções E Eventos LTDA;(71) 98132-5220;;camila@joinproducoes.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
California Filmes E Publicidade;California Filmes E Publicidade LTDA;(71) 3035-8675;;financeiro@agenciacalifornia.com.br;https://www.agenciacalifornia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
